economy,YR1960,YR1961,YR1962,YR1963,YR1964,YR1965,YR1966,YR1967,YR1968,YR1969,YR1970,YR1971,YR1972,YR1973,YR1974,YR1975,YR1976,YR1977,YR1978,YR1979,YR1980,YR1981,YR1982,YR1983,YR1984,YR1985,YR1986,YR1987,YR1988,YR1989,YR1990,YR1991,YR1992,YR1993,YR1994,YR1995,YR1996,YR1997,YR1998,YR1999,YR2000,YR2001,YR2002,YR2003,YR2004,YR2005,YR2006,YR2007,YR2008,YR2009,YR2010,YR2011,YR2012,YR2013,YR2014,YR2015,YR2016,YR2017,YR2018,YR2019,YR2020,YR2021,YR2022,YR2023
LAC,-241207.0,-216523.0,-236105.0,-248744.0,-261642.0,-266123.0,-285628.0,-295212.0,-314340.0,-336334.0,-390528.0,-451186.0,-477669.0,-490657.0,-527295.0,-587102.0,-627063.0,-593363.0,-597440.0,-617014.0,-613318.0,-759377.0,-717934.0,-667028.0,-682283.0,-710886.0,-815832.0,-765361.0,-708939.0,-731361.0,-636627.0,-817330.0,-693732.0,-874426.0,-849912.0,-872413.0,-877658.0,-875992.0,-730665.0,-836306.0,-944180.0,-1008553.0,-1018038.0,-1044161.0,-1031066.0,-1033646.0,-958035.0,-821788.0,-815151.0,-836413.0,-809545.0,-744314.0,-748427.0,-698782.0,-752804.0,-745789.0,-396239.0,-33296.0,259009.0,-38345.0,-96760.0,-274276.0,-319807.0,-341422.0
LAO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-774.0,-6000.0,-13858.0,-21738.0,-26908.0,-27208.0,-23317.0,-17339.0,-11061.0,-6184.0,-4108.0,-2698.0,-1376.0,-475.0,0.0,-80.0,-1272.0,-3100.0,-5390.0,-7502.0,-9390.0,-11782.0,-14279.0,-16574.0,-32288.0,-33997.0,-36632.0,-33965.0,-33552.0,-33595.0,-36572.0,-40120.0,-24138.0,-25286.0,-27233.0,-28318.0,-29545.0,-30046.0,-30538.0,-28871.0,-27492.0,-26881.0,-12991.0,-11401.0,-10400.0,-10305.0,-10305.0,-10305.0,-10305.0,-10003.0,-10003.0
LBN,0.0,4844.0,4569.0,4269.0,1311.0,-742.0,2864.0,-3434.0,4506.0,0.0,-4508.0,3042.0,294.0,482.0,-3831.0,0.0,0.0,0.0,0.0,-2103.0,2104.0,-1799.0,-12981.0,-14558.0,-2785.0,-1108.0,33549.0,607.0,-1916.0,-1827.0,-6595.0,1159.0,-970.0,-5196.0,-4850.0,2634.0,3164.0,1313.0,1062.0,2589.0,455.0,-1094.0,-21543.0,1674.0,4974.0,1224.0,25126.0,27944.0,430.0,-2700.0,-40915.0,2246.0,124427.0,733500.0,301111.0,-239829.0,-247921.0,-253664.0,-259700.0,-266992.0,-47787.0,-27290.0,-27507.0,-34193.0
LBR,1886.0,2115.0,2189.0,2165.0,2189.0,2431.0,1953.0,2177.0,1964.0,1982.0,2285.0,1293.0,2018.0,2272.0,2086.0,2037.0,1246.0,3555.0,3500.0,3500.0,4016.0,2757.0,2530.0,7861.0,7513.0,7487.0,6534.0,6840.0,7734.0,8156.0,-712544.0,78052.0,56210.0,7300.0,-121407.0,54372.0,-37922.0,281480.0,99203.0,53643.0,-2060.0,7142.0,-23110.0,-103564.0,-1001.0,101019.0,77946.0,65306.0,17404.0,1187.0,2850.0,91981.0,-25710.0,-22010.0,-26690.0,-15182.0,-26796.0,-24807.0,-23199.0,-19678.0,-10107.0,-11852.0,-5003.0,-5002.0
LBY,22559.0,22504.0,21589.0,18740.0,2084.0,-15810.0,-13619.0,-10384.0,-6323.0,-1418.0,745.0,-4265.0,-3418.0,20498.0,44946.0,49544.0,53813.0,57867.0,61684.0,64821.0,66739.0,69211.0,-126400.0,-140904.0,18039.0,11962.0,5844.0,1740.0,1053.0,981.0,946.0,902.0,843.0,426.0,-1755.0,-5068.0,-8446.0,-10907.0,-11479.0,-10206.0,5634.0,8420.0,10152.0,12073.0,13222.0,11024.0,3351.0,12640.0,15260.0,11670.0,9611.0,-562827.0,5211.0,25755.0,-1716.0,-7660.0,-5081.0,9208.0,5841.0,-1352.0,-694.0,-694.0,-2001.0,-2001.0
LCA,-2366.0,-2189.0,-2082.0,-2060.0,-2079.0,-2067.0,-2065.0,-1997.0,-1937.0,-1954.0,-1709.0,-1625.0,-1566.0,-1513.0,-1472.0,-1454.0,-1444.0,-1543.0,-1635.0,-1625.0,-1422.0,-1403.0,-1423.0,-1462.0,-1468.0,-1465.0,-1453.0,-1423.0,-1606.0,-1734.0,-1790.0,-963.0,-834.0,-824.0,-721.0,-638.0,-571.0,-519.0,-268.0,-361.0,-176.0,-416.0,-409.0,-397.0,-378.0,-358.0,-339.0,-352.0,-331.0,-276.0,-170.0,-150.0,-135.0,-114.0,-90.0,-69.0,-57.0,-38.0,-18.0,0.0,0.0,0.0,0.0,0.0
LCN,-299395.0,-273883.0,-300088.0,-317153.0,-335767.0,-346561.0,-364777.0,-376379.0,-395788.0,-422252.0,-469986.0,-527963.0,-549648.0,-562312.0,-598708.0,-656856.0,-698116.0,-665995.0,-670453.0,-687036.0,-690385.0,-842150.0,-797562.0,-742538.0,-754033.0,-777040.0,-885002.0,-827991.0,-767596.0,-787030.0,-676505.0,-843352.0,-713395.0,-894520.0,-868564.0,-889221.0,-893009.0,-892425.0,-737369.0,-847120.0,-979917.0,-1051679.0,-1060408.0,-1085184.0,-1075616.0,-1084396.0,-1011455.0,-876230.0,-870767.0,-892927.0,-880978.0,-818815.0,-816232.0,-763649.0,-804470.0,-807387.0,-585141.0,-773087.0,-744817.0,-863096.0,-598237.0,-536658.0,-377357.0,-367375.0
LDC,-164999.0,-113839.0,-143856.0,-150367.0,-94675.0,-59323.0,-90917.0,-26251.0,-49662.0,-242010.0,-340369.0,-43748.0,-525975.0,-90137.0,-453101.0,-615672.0,-823465.0,-1217422.0,-182888.0,-1041422.0,-2939169.0,-2206627.0,-514897.0,-314634.0,-250512.0,-616762.0,-838590.0,-919325.0,-1182136.0,-1002393.0,-1705768.0,-790957.0,789045.0,831930.0,486223.0,-24390.0,-698325.0,-647387.0,-753270.0,-1319967.0,-2368123.0,-1823183.0,-901496.0,-1760505.0,-2266461.0,-1783438.0,-2252770.0,-3104599.0,-1986431.0,-2306169.0,-2291413.0,-1689255.0,-1829665.0,-1618359.0,-1793102.0,-2002281.0,-1391837.0,-1613378.0,-1457702.0,-1229408.0,-825923.0,-1805919.0,-2090340.0,-1840999.0
LIC,-116541.0,-73794.0,-103368.0,-95740.0,-51422.0,-47877.0,-28919.0,-99.0,-13787.0,-82415.0,-92248.0,-197310.0,-302139.0,13199.0,-131077.0,-133107.0,-264499.0,-156612.0,640530.0,131134.0,-1303724.0,-2519793.0,-276612.0,-311999.0,-78210.0,-568269.0,-722205.0,-864432.0,-1007047.0,-745366.0,-1661605.0,-1360199.0,768168.0,448381.0,-30360.0,-11464.0,-267126.0,-541116.0,-65899.0,-453908.0,-1428364.0,-495352.0,430615.0,-239163.0,-548322.0,-12287.0,253226.0,-507151.0,-505903.0,-410661.0,-745130.0,-665313.0,-1592125.0,-2511612.0,-2057563.0,-1875616.0,-473039.0,-583199.0,565019.0,275129.0,325494.0,-675440.0,-263252.0,48137.0
LIE,123.0,200.0,201.0,210.0,205.0,193.0,208.0,280.0,335.0,316.0,282.0,179.0,183.0,194.0,179.0,166.0,161.0,140.0,125.0,177.0,149.0,178.0,194.0,197.0,202.0,199.0,173.0,178.0,195.0,152.0,120.0,219.0,223.0,240.0,231.0,264.0,233.0,232.0,198.0,198.0,167.0,113.0,121.0,189.0,166.0,117.0,137.0,89.0,87.0,150.0,124.0,139.0,231.0,180.0,103.0,163.0,63.0,206.0,155.0,271.0,269.0,187.0,212.0,214.0
LKA,-12610.0,-10144.0,-8909.0,-8118.0,-7614.0,-7249.0,-6794.0,-6696.0,-7163.0,-10152.0,-16299.0,-22021.0,-27071.0,-30582.0,-33979.0,-37475.0,-41258.0,-45383.0,-50189.0,-57683.0,-63541.0,-89824.0,-163987.0,-209362.0,-225450.0,-80950.0,-26460.0,-63105.0,-58415.0,-33305.0,-195736.0,-1047.0,88542.0,36232.0,8323.0,117416.0,127236.0,135636.0,150724.0,138799.0,123894.0,19273.0,-105718.0,-107573.0,-84795.0,-118594.0,-107045.0,-109695.0,-97144.0,-81130.0,-98060.0,-90839.0,-41955.0,-37754.0,-33672.0,-29797.0,-18388.0,-22324.0,-28607.0,-28426.0,-29875.0,-29586.0,-27435.0,-28011.0
LMC,-85200.0,-11251.0,-361347.0,-313141.0,-464908.0,-494929.0,-855910.0,-304505.0,-1236174.0,-1245063.0,-463167.0,-1322464.0,-886627.0,-1095544.0,-563459.0,-414706.0,-698946.0,-185655.0,-1244304.0,16835.0,712545.0,-118124.0,-421310.0,-816477.0,-1015593.0,-694170.0,-1061340.0,-719206.0,-1021955.0,-911146.0,269681.0,-1163395.0,-819041.0,-712158.0,-983095.0,-612112.0,-827360.0,-425461.0,-495375.0,-1458252.0,-1196225.0,-2216072.0,-3689700.0,-3319152.0,-2903910.0,-3994492.0,-2509267.0,-2705918.0,-3736730.0,-3197526.0,-2945225.0,-3235602.0,-3772750.0,-2769023.0,-3364040.0,-4751620.0,-4010787.0,-3985519.0,-4219036.0,-3885755.0,-1835442.0,-2226969.0,-4342646.0,-4030263.0
LMY,-167651.0,-79197.0,-457845.0,-382305.0,-1658331.0,-853976.0,-922021.0,870938.0,-1264803.0,-1481199.0,-1004701.0,-1947953.0,-1678601.0,-1608335.0,-1214266.0,-792959.0,-1097025.0,-552371.0,-846939.0,-432983.0,-721504.0,-1662483.0,-892899.0,-1173953.0,-1178593.0,-1602993.0,-1978975.0,-2063347.0,-2544740.0,-2395316.0,-2238125.0,-4144962.0,-1949975.0,-3067781.0,-4100903.0,-2654324.0,-3009301.0,-2712251.0,-2152411.0,-3155382.0,-3622807.0,-3850336.0,-5585398.0,-4496118.0,-4463760.0,-4542677.0,-4519443.0,-6040121.0,-5343192.0,-4396648.0,-4520702.0,-5285778.0,-4893609.0,-5006814.0,-5355467.0,-6387633.0,-5409462.0,-3521963.0,-3067029.0,-4057666.0,-1456873.0,-2708385.0,-10092039.0,-4922901.0
LSO,1989.0,2100.0,2172.0,2220.0,2198.0,2239.0,7248.0,9734.0,10108.0,10465.0,10605.0,10563.0,10386.0,10183.0,9972.0,9723.0,2986.0,746.0,1047.0,1285.0,1361.0,1307.0,1281.0,1253.0,1199.0,1222.0,-7501.0,-10946.0,-11028.0,-11207.0,-11598.0,-12114.0,-12707.0,-13347.0,-13953.0,-14588.0,-17042.0,-22396.0,-23299.0,-24610.0,-26220.0,-27874.0,-29924.0,-31723.0,-33530.0,-35679.0,-11416.0,-5179.0,-5392.0,-5599.0,-5886.0,-6118.0,-6425.0,-6659.0,-6877.0,-7087.0,-6766.0,-6850.0,-6892.0,-6896.0,-3449.0,-3449.0,-6023.0,-5168.0
LTE,-422318.0,-398946.0,-385831.0,-372303.0,-1571613.0,-398769.0,-157975.0,1144966.0,-57199.0,-80672.0,-438783.0,-286657.0,-351625.0,-400616.0,-384462.0,-173418.0,105157.0,280628.0,130219.0,-624687.0,-258998.0,-410260.0,-448147.0,-305724.0,-328507.0,-176491.0,-194067.0,-316345.0,-380790.0,-684129.0,-1542820.0,-562318.0,-1978310.0,-958723.0,-615441.0,-367653.0,-274348.0,-253574.0,225323.0,228644.0,278368.0,-216173.0,249189.0,-738745.0,-876810.0,-138407.0,342172.0,481855.0,327813.0,-104204.0,-161751.0,235006.0,618392.0,1044883.0,550663.0,-52807.0,942240.0,752433.0,603525.0,-414338.0,58625.0,443321.0,3176961.0,-15168.0
LTU,2328.0,2550.0,2899.0,3428.0,3820.0,4196.0,4799.0,5251.0,6522.0,4179.0,6530.0,7130.0,7185.0,7327.0,7757.0,8170.0,8581.0,8964.0,7328.0,6932.0,7412.0,7752.0,8163.0,8585.0,8835.0,9417.0,10177.0,10820.0,38648.0,-26985.0,-8840.0,-10744.0,-25175.0,-23949.0,-24104.0,-23509.0,-23236.0,-22324.0,-22002.0,-20533.0,-16077.0,-24733.0,-12627.0,-22701.0,-32312.0,-51357.0,-24730.0,-21815.0,-16482.0,-32186.0,-78887.0,-38518.0,-21387.0,-16769.0,-12387.0,-22560.0,-30612.0,-28027.0,-3459.0,10665.0,19884.0,19657.0,72100.0,44935.0
LUX,61.0,1969.0,2014.0,2080.0,2178.0,2203.0,2222.0,752.0,850.0,833.0,853.0,4274.0,4143.0,2673.0,2728.0,2794.0,2802.0,2830.0,3155.0,670.0,840.0,443.0,334.0,376.0,346.0,1067.0,2121.0,2200.0,2909.0,2999.0,3992.0,4067.0,4101.0,4055.0,3900.0,4385.0,3603.0,3711.0,3874.0,4666.0,4516.0,3427.0,2759.0,5581.0,4566.0,6310.0,5557.0,6244.0,7969.0,6855.0,7909.0,10918.0,10273.0,10535.0,11217.0,11377.0,12760.0,9643.0,10145.0,10503.0,6967.0,8724.0,13194.0,5905.0
LVA,11420.0,12364.0,12344.0,12308.0,13010.0,13218.0,13465.0,14177.0,13465.0,13718.0,12494.0,10846.0,11077.0,15997.0,14420.0,12166.0,8870.0,11992.0,7399.0,3661.0,3099.0,6536.0,8116.0,8115.0,8847.0,12037.0,13972.0,19249.0,15784.0,-4960.0,-13196.0,-12020.0,-52180.0,-32914.0,-21446.0,-13288.0,-9888.0,-9183.0,-5504.0,-3229.0,-15679.0,-18634.0,-9160.0,-11422.0,-15136.0,-11134.0,-9211.0,-8027.0,-22445.0,-34807.0,-36128.0,-20202.0,-11914.0,-14386.0,-8799.0,-10826.0,-12327.0,-7867.0,-4972.0,-3416.0,-3147.0,-280.0,22027.0,7966.0
MAC,-8727.0,1038.0,1139.0,1213.0,80003.0,-5424.0,-4913.0,-4547.0,-4188.0,-4123.0,5733.0,4002.0,12607.0,-62374.0,3808.0,4428.0,4867.0,5150.0,5011.0,4390.0,3290.0,5311.0,5654.0,5486.0,5603.0,5601.0,6025.0,6582.0,7144.0,6847.0,6251.0,5636.0,4244.0,4262.0,4259.0,4396.0,4617.0,4606.0,4725.0,4845.0,4775.0,7172.0,11492.0,11689.0,11736.0,11544.0,11430.0,11340.0,11224.0,10741.0,10079.0,8661.0,6820.0,7150.0,6837.0,7533.0,7676.0,8427.0,8917.0,8967.0,8842.0,8572.0,8748.0,8807.0
MAF,0.0,0.0,0.0,0.0,0.0,28.0,73.0,98.0,-28.0,-28.0,-25.0,-24.0,-21.0,-21.0,0.0,60.0,44.0,26.0,11.0,-4.0,-17.0,-27.0,1562.0,1923.0,1950.0,1974.0,1988.0,1990.0,1980.0,1954.0,-8.0,-485.0,-526.0,-568.0,-619.0,-684.0,-754.0,-834.0,-934.0,-52.0,143.0,125.0,113.0,101.0,91.0,79.0,58.0,25.0,-17.0,-82.0,-357.0,-359.0,-470.0,-545.0,-661.0,-731.0,-825.0,-951.0,-1764.0,-2682.0,-2853.0,-1209.0,-1475.0,-1697.0
MAR,-19434.0,-40413.0,-28071.0,-56214.0,-46106.0,-33139.0,-26945.0,-23309.0,-25267.0,-24389.0,-26168.0,-39385.0,-47226.0,-51772.0,-52927.0,-51968.0,-58019.0,-32161.0,-30600.0,-27374.0,-13899.0,-22553.0,-25471.0,-24988.0,-39319.0,-45336.0,-99905.0,-104029.0,-102484.0,-104509.0,-97711.0,-130717.0,-107911.0,-121254.0,-115404.0,-85386.0,-95331.0,-96502.0,-80286.0,-74343.0,-67569.0,-63967.0,-67802.0,-84460.0,-66749.0,-59024.0,-72364.0,-73759.0,-78912.0,-82203.0,-70510.0,-67447.0,-65251.0,-67096.0,-72065.0,-81248.0,-39302.0,-60472.0,-88159.0,-91217.0,-35474.0,-47902.0,-38594.0,-39650.0
MCO,103.0,52.0,283.0,333.0,287.0,243.0,162.0,67.0,388.0,450.0,406.0,358.0,294.0,218.0,198.0,458.0,459.0,407.0,355.0,306.0,256.0,201.0,447.0,456.0,412.0,374.0,340.0,315.0,304.0,285.0,289.0,299.0,293.0,276.0,262.0,246.0,229.0,212.0,173.0,64.0,-33.0,-69.0,-60.0,-68.0,-112.0,-147.0,-209.0,-274.0,206.0,785.0,808.0,866.0,906.0,926.0,916.0,939.0,798.0,798.0,999.0,-198.0,999.0,999.0,995.0,88.0
MDA,13697.0,14818.0,15884.0,16816.0,17509.0,18066.0,18601.0,19175.0,19830.0,20561.0,606.0,-61.0,481.0,1156.0,1785.0,2355.0,2885.0,3245.0,3483.0,-6912.0,-3693.0,-6452.0,-8412.0,-10543.0,-12732.0,-10627.0,-8769.0,-10796.0,-4989.0,-29307.0,-30053.0,-29204.0,-30136.0,-31526.0,-31616.0,-31975.0,-33369.0,-41743.0,-41975.0,-43111.0,-43854.0,-45043.0,-45833.0,-46947.0,-52491.0,-68681.0,-72061.0,-75734.0,-79593.0,-83546.0,-84039.0,-82271.0,-81215.0,-77571.0,-67175.0,-59399.0,-51642.0,-43871.0,-36085.0,-41233.0,-33405.0,-33405.0,89154.0,-18570.0
MDG,0.0,0.0,0.0,0.0,-204.0,-550.0,-964.0,-1383.0,-1766.0,-2216.0,-2658.0,-3118.0,-3583.0,-4037.0,-4607.0,-5173.0,-5655.0,-5957.0,-5874.0,-5126.0,-4005.0,-2864.0,-2093.0,-1979.0,-1965.0,-1947.0,-1914.0,-1896.0,-1883.0,-1848.0,-1777.0,-2330.0,-2216.0,-2063.0,-1905.0,-1670.0,-1161.0,-986.0,-1222.0,-1891.0,-4298.0,-13014.0,-18209.0,-18345.0,-13393.0,-4869.0,-2336.0,-1563.0,-1255.0,-1429.0,-1979.0,-2219.0,-2334.0,-2445.0,-2522.0,-2594.0,-2687.0,-2784.0,-2887.0,-2976.0,-1480.0,-1480.0,-1487.0,-1487.0
MDV,-32.0,-44.0,-80.0,-125.0,-227.0,1709.0,1511.0,672.0,255.0,313.0,330.0,341.0,269.0,60.0,-78.0,-14.0,-101.0,-413.0,-716.0,-958.0,-903.0,-1014.0,-1220.0,-1608.0,-1300.0,-382.0,-175.0,-265.0,-564.0,-610.0,-271.0,-378.0,-522.0,-749.0,-768.0,-302.0,-183.0,-60.0,-94.0,-62.0,300.0,560.0,607.0,578.0,668.0,578.0,5006.0,6160.0,6035.0,6093.0,6369.0,6611.0,6800.0,6963.0,7700.0,9324.0,9421.0,9555.0,9637.0,9648.0,9642.0,9412.0,-2674.0,-2877.0
MEA,-17676.0,-102591.0,-39464.0,-64659.0,-49584.0,-63604.0,41665.0,42376.0,76391.0,86671.0,40334.0,-21041.0,-11448.0,25107.0,47822.0,400825.0,304038.0,209204.0,222222.0,158325.0,306752.0,252943.0,151431.0,273533.0,487280.0,222326.0,401363.0,302810.0,240912.0,355549.0,-728535.0,712083.0,457296.0,98765.0,-104486.0,66223.0,151837.0,329289.0,459711.0,361296.0,177923.0,570816.0,171950.0,1191074.0,1059216.0,1615214.0,1531829.0,1032315.0,1126287.0,620772.0,-11724.0,337056.0,-759181.0,-1003423.0,-1342979.0,-2144774.0,-2404477.0,-3050174.0,-2093534.0,-1224013.0,-861862.0,-350050.0,1288578.0,395727.0
MEX,-85591.0,-56174.0,-59833.0,-66515.0,-72581.0,-78288.0,-87018.0,-98680.0,-116358.0,-137051.0,-164100.0,-185062.0,-193965.0,-200688.0,-207995.0,-216556.0,-229450.0,-239521.0,-243714.0,-246034.0,-252177.0,-361791.0,-382048.0,-402937.0,-425467.0,-445447.0,-451756.0,-415521.0,-374544.0,-386467.0,-321764.0,-326691.0,-344313.0,-358039.0,-354573.0,-340091.0,-343399.0,-340546.0,-321385.0,-328773.0,-356433.0,-378348.0,-379812.0,-369183.0,-346912.0,-310278.0,-244140.0,-105524.0,-50347.0,-30809.0,-40845.0,-37826.0,-128485.0,-120058.0,-228816.0,-291044.0,-304472.0,-227499.0,-175356.0,-169628.0,-147456.0,-122791.0,-108438.0,-101044.0
MHL,63.0,56.0,54.0,42.0,16.0,-22.0,-89.0,308.0,769.0,690.0,201.0,-232.0,-306.0,-383.0,-145.0,-193.0,-233.0,-264.0,-286.0,-316.0,-155.0,31.0,23.0,12.0,6.0,-1.0,-8.0,-16.0,-140.0,-479.0,-562.0,-661.0,-769.0,-869.0,-942.0,-991.0,-1050.0,-1097.0,-1124.0,-1068.0,-1110.0,-1237.0,-1345.0,-1427.0,-1466.0,-1482.0,-1491.0,-1491.0,-1467.0,-1361.0,-1221.0,-1512.0,-1759.0,-1825.0,-1906.0,-1964.0,-2003.0,-2040.0,-2058.0,-2030.0,-2004.0,-2016.0,-1829.0,-1832.0
MIC,-51110.0,-5403.0,-354477.0,-286565.0,-1606909.0,-806099.0,-893102.0,871037.0,-1251016.0,-1398784.0,-912453.0,-1750643.0,-1376462.0,-1621534.0,-1083189.0,-659852.0,-832526.0,-395759.0,-1487469.0,-564117.0,582220.0,857310.0,-616287.0,-861954.0,-1100383.0,-1034724.0,-1256770.0,-1198915.0,-1537693.0,-1649950.0,-576520.0,-2784763.0,-2718143.0,-3516162.0,-4070543.0,-2642860.0,-2742175.0,-2171135.0,-2086512.0,-2701474.0,-2194443.0,-3354984.0,-6016013.0,-4256955.0,-3915438.0,-4530390.0,-4772669.0,-5532970.0,-4837289.0,-3985987.0,-3775572.0,-4620465.0,-3301484.0,-2495202.0,-3297904.0,-4512017.0,-4936423.0,-2938764.0,-3632048.0,-4332795.0,-1782367.0,-2032945.0,-9828787.0,-4971038.0
MKD,-10126.0,-6309.0,-13702.0,-5759.0,-5938.0,-5385.0,-4176.0,-2696.0,-1201.0,181.0,60.0,-2064.0,-1834.0,-1600.0,-1376.0,-1147.0,-911.0,-683.0,-462.0,-426.0,-189.0,0.0,-11716.0,-12884.0,-13251.0,-13492.0,-13589.0,-13635.0,-13621.0,-13528.0,-16174.0,-45484.0,-46509.0,-47273.0,-21006.0,-3603.0,-397.0,-477.0,-589.0,-1261.0,-2824.0,-922.0,-2858.0,-2880.0,-2640.0,-2244.0,-9632.0,-15705.0,-17645.0,-15455.0,-16668.0,-17871.0,-19083.0,-20297.0,-22132.0,-23010.0,-24144.0,-24227.0,-24878.0,-24204.0,-23458.0,-5483.0,-5296.0,-5597.0
MLI,-10314.0,-10139.0,-10821.0,-11951.0,-13226.0,-13662.0,-17032.0,-16900.0,-18015.0,-18302.0,-17479.0,-22127.0,-19594.0,-19137.0,-22449.0,-26572.0,-33999.0,-28853.0,-31520.0,-32353.0,-30156.0,-34130.0,-34140.0,-34132.0,-47331.0,-63347.0,-81970.0,-90940.0,-87952.0,-75771.0,-68668.0,-77172.0,-70789.0,-68816.0,-63533.0,-67763.0,-67974.0,-55978.0,-30255.0,-21702.0,-17395.0,-12507.0,-8914.0,-11768.0,-10796.0,-17413.0,-18247.0,-19945.0,-24509.0,-34383.0,-34483.0,-43160.0,-140507.0,-40951.0,-50068.0,-48872.0,-30251.0,-33942.0,-40710.0,-44373.0,-14962.0,-22210.0,-39951.0,-39953.0
MLT,-5540.0,-5099.0,-5360.0,-4773.0,-4768.0,-4329.0,-4318.0,-4073.0,-753.0,-827.0,-1123.0,-1327.0,-1316.0,-1549.0,-1597.0,-1742.0,-1641.0,-1598.0,-1302.0,-1311.0,-886.0,-548.0,-1059.0,-740.0,-558.0,-428.0,464.0,295.0,164.0,248.0,568.0,763.0,737.0,1006.0,1136.0,1306.0,1142.0,1003.0,1260.0,1463.0,1591.0,1678.0,1821.0,1626.0,1662.0,1626.0,997.0,926.0,869.0,836.0,741.0,999.0,911.0,861.0,9192.0,9588.0,8624.0,14372.0,16961.0,20302.0,6904.0,4638.0,2480.0,6591.0
MMR,8807.0,11972.0,13546.0,14350.0,15600.0,18847.0,15453.0,18470.0,17293.0,17491.0,17997.0,6306.0,10735.0,-55659.0,-53875.0,-52763.0,-60561.0,-37879.0,-36055.0,-44174.0,-37679.0,-52839.0,-79856.0,18427.0,11433.0,6074.0,-7351.0,-11642.0,-13046.0,-26585.0,-40859.0,-79059.0,-80661.0,-83214.0,-71359.0,-75097.0,-65766.0,-58954.0,-62281.0,-81874.0,-106772.0,-131124.0,-150232.0,-165739.0,-169736.0,-185009.0,-186098.0,-184989.0,-180533.0,-158542.0,-116481.0,-82713.0,-61536.0,-62863.0,-74901.0,-94108.0,-87907.0,-105415.0,-114598.0,-100783.0,-66213.0,-35370.0,-34988.0,-34989.0
MNA,-62853.0,-175999.0,-133633.0,-162917.0,-148710.0,-163819.0,-62483.0,-67687.0,-69609.0,-70943.0,-115863.0,-190749.0,-170715.0,-130817.0,-122229.0,220511.0,69398.0,-45312.0,-48167.0,-118287.0,29596.0,509.0,-116287.0,15029.0,238536.0,-33270.0,91426.0,-22972.0,-50159.0,37268.0,18653.0,-174300.0,79576.0,-167428.0,-340073.0,-222829.0,-269251.0,-99429.0,36908.0,-82943.0,-555424.0,-182315.0,-584332.0,436486.0,280218.0,716578.0,256378.0,-591227.0,-216491.0,-319598.0,-893742.0,-1101311.0,-2022249.0,-2176672.0,-2618767.0,-3469670.0,-2995643.0,-2365552.0,-1231800.0,-1188136.0,-507660.0,-726258.0,-870353.0,-512848.0
MNE,-2467.0,-2254.0,-2606.0,-2800.0,-2734.0,-2743.0,-2751.0,-2519.0,-2404.0,-2456.0,-2013.0,-1856.0,-1922.0,-1778.0,-1669.0,-1588.0,-1447.0,-1364.0,-1103.0,-718.0,-450.0,-2287.0,-3151.0,-3190.0,-3074.0,-3013.0,-2747.0,-2569.0,-2165.0,-1730.0,-1705.0,-2630.0,-2942.0,-2835.0,-2889.0,-3082.0,-3051.0,-3077.0,-3326.0,-3487.0,-3734.0,-3511.0,-3357.0,-3178.0,-1997.0,-2247.0,-2735.0,-3056.0,-3326.0,-3456.0,-2276.0,0.0,-1583.0,-2478.0,-4357.0,-4863.0,-5274.0,-4948.0,-5058.0,-4083.0,-3310.0,-2344.0,26332.0,12000.0
MNG,10334.0,10440.0,9049.0,3687.0,4599.0,5610.0,5837.0,5139.0,3535.0,2366.0,3263.0,4238.0,4999.0,5647.0,6153.0,6556.0,6577.0,5354.0,1833.0,-1296.0,-1268.0,-1615.0,-2132.0,-2522.0,-2452.0,-1719.0,354.0,1855.0,2459.0,-9757.0,-11881.0,-11427.0,-8404.0,-5429.0,-5449.0,-7346.0,-8626.0,-9132.0,-10315.0,-13481.0,-11241.0,-10244.0,-8934.0,-7986.0,-8148.0,-8924.0,-11934.0,-15220.0,-17277.0,-15007.0,-6444.0,-505.0,351.0,1505.0,2921.0,4307.0,5633.0,6831.0,7811.0,8660.0,0.0,0.0,0.0,0.0
MNP,17.0,37.0,54.0,70.0,80.0,86.0,82.0,-367.0,-909.0,-871.0,480.0,964.0,952.0,638.0,-77.0,-123.0,-147.0,-145.0,-119.0,-68.0,1497.0,2069.0,2105.0,2136.0,2158.0,2162.0,2101.0,1969.0,1972.0,1977.0,266.0,-492.0,-607.0,-661.0,-488.0,812.0,3801.0,3590.0,3643.0,3374.0,-950.0,-2515.0,-2525.0,-2734.0,-2841.0,-2913.0,-3048.0,-3050.0,-2962.0,-2821.0,-1587.0,-1309.0,-1416.0,-1547.0,-1550.0,-1530.0,-1517.0,-1517.0,-1527.0,-1551.0,-755.0,-1373.0,-1348.0,-1321.0
