STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency of observation,TERRITORIAL_LEVEL,Territorial level,TERRITORIAL_TYPE,Territorial typology,REF_AREA,Reference area,MEASURE,Measure,AGE,Age,SEX,Sex,UNIT_MEASURE,Unit of measure,TIME_PERIOD,Time period,OBS_VALUE,Observation value,COUNTRY,Country,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(1.0),Population by 5-year age groups - Regions,I,A,Annual,TL3,TL3,_Z,Not applicable,AT123,Sankt Pölten,POP,Population,_T,Total,_T,Total,PS,Persons,2021,,157014,,AUT,Austria,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(1.0),Population by 5-year age groups - Regions,I,A,Annual,TL3,TL3,_Z,Not applicable,AT123,Sankt Pölten,POP,Population,_T,Total,_T,Total,PS,Persons,2022,,158066,,AUT,Austria,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(1.0),Population by 5-year age groups - Regions,I,A,Annual,TL3,TL3,_Z,Not applicable,AT331,Außerfern,POP,Population,_T,Total,_T,Total,PS,Persons,2018,,32532,,AUT,Austria,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(1.0),Population by 5-year age groups - Regions,I,A,Annual,TL3,TL3,_Z,Not applicable,AT331,Außerfern,POP,Population,_T,Total,_T,Total,PS,Persons,2019,,32670,,AUT,Austria,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(1.0),Population by 5-year age groups - Regions,I,A,Annual,TL3,TL3,_Z,Not applicable,AT331,Außerfern,POP,Population,_T,Total,_T,Total,PS,Persons,2020,,32838,,AUT,Austria,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(1.0),Population by 5-year age groups - Regions,I,A,Annual,TL3,TL3,_Z,Not applicable,AT331,Außerfern,POP,Population,_T,Total,_T,Total,PS,Persons,2021,,33054,,AUT,Austria,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(1.0),Population by 5-year age groups - Regions,I,A,Annual,TL3,TL3,_Z,Not applicable,AT331,Außerfern,POP,Population,_T,Total,_T,Total,PS,Persons,2022,,33284,,AUT,Austria,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(1.0),Population by 5-year age groups - Regions,I,A,Annual,TL2,TL2,_Z,Not applicable,AU7,Northern Territory,POP,Population,_T,Total,_T,Total,PS_KM2,Persons per square kilometer,2019,,0.18,,AUS,Australia,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(1.0),Population by 5-year age groups - Regions,I,A,Annual,TL2,TL2,_Z,Not applicable,AU7,Northern Territory,POP,Population,_T,Total,_T,Total,PS_KM2,Persons per square kilometer,2020,,0.18,,AUS,Australia,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(1.0),Population by 5-year age groups - Regions,I,A,Annual,TL2,TL2,_Z,Not applicable,AU7,Northern Territory,POP,Population,_T,Total,_T,Total,PS_KM2,Persons per square kilometer,2021,,0.18,,AUS,Australia,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(1.0),Population by 5-year age groups - Regions,I,A,Annual,TL2,TL2,_Z,Not applicable,AU7,Northern Territory,POP,Population,_T,Total,_T,Total,PS_KM2,Persons per square kilometer,2018,,0.18,,AUS,Australia,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(1.0),Population by 5-year age groups - Regions,I,A,Annual,TL2,TL2,_Z,Not applicable,AU7,Northern Territory,POP,Population,_T,Total,_T,Total,PS_KM2,Persons per square kilometer,2022,,0.19,,AUS,Australia,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(1.0),Population by 5-year age groups - Regions,I,A,Annual,TL2,TL2,_Z,Not applicable,AU2,Victoria,POP,Population,_T,Total,_T,Total,PS,Persons,2018,,6418168,,AUS,Australia,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(1.0),Population by 5-year age groups - Regions,I,A,Annual,TL2,TL2,_Z,Not applicable,AU2,Victoria,POP,Population,_T,Total,_T,Total,PS,Persons,2019,,6530852,,AUS,Australia,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(1.0),Population by 5-year age groups - Regions,I,A,Annual,TL2,TL2,_Z,Not applicable,AU2,Victoria,POP,Population,_T,Total,_T,Total,PS,Persons,2020,,6606149,,AUS,Australia,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(1.0),Population by 5-year age groups - Regions,I,A,Annual,TL2,TL2,_Z,Not applicable,AU2,Victoria,POP,Population,_T,Total,_T,Total,PS,Persons,2021,,6548040,,AUS,Australia,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(1.0),Population by 5-year age groups - Regions,I,A,Annual,TL2,TL2,_Z,Not applicable,AU2,Victoria,POP,Population,_T,Total,_T,Total,PS,Persons,2022,,6613727,,AUS,Australia,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(1.0),Population by 5-year age groups - Regions,I,A,Annual,TL3,TL3,_Z,Not applicable,AT314,Steyr-Kirchdorf,POP,Population,_T,Total,_T,Total,PS,Persons,2018,,155445,,AUT,Austria,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(1.0),Population by 5-year age groups - Regions,I,A,Annual,TL3,TL3,_Z,Not applicable,AT314,Steyr-Kirchdorf,POP,Population,_T,Total,_T,Total,PS,Persons,2019,,155486,,AUT,Austria,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(1.0),Population by 5-year age groups - Regions,I,A,Annual,TL3,TL3,_Z,Not applicable,AT314,Steyr-Kirchdorf,POP,Population,_T,Total,_T,Total,PS,Persons,2020,,155844,,AUT,Austria,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(1.0),Population by 5-year age groups - Regions,I,A,Annual,TL3,TL3,_Z,Not applicable,AT314,Steyr-Kirchdorf,POP,Population,_T,Total,_T,Total,PS,Persons,2021,,156051,,AUT,Austria,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(1.0),Population by 5-year age groups - Regions,I,A,Annual,TL3,TL3,_Z,Not applicable,AT314,Steyr-Kirchdorf,POP,Population,_T,Total,_T,Total,PS,Persons,2022,,156593,,AUT,Austria,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(1.0),Population by 5-year age groups - Regions,I,A,Annual,TL2,TL2,_Z,Not applicable,AT32,Salzburg,POP,Population,_T,Total,_T,Total,PS,Persons,2018,,552579,,AUT,Austria,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(1.0),Population by 5-year age groups - Regions,I,A,Annual,TL2,TL2,_Z,Not applicable,AT12,Lower Austria,POP,Population,_T,Total,_T,Total,PS_KM2,Persons per square kilometer,2020,,89.08,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(1.0),Population by 5-year age groups - Regions,I,A,Annual,TL2,TL2,_Z,Not applicable,AT12,Lower Austria,POP,Population,_T,Total,_T,Total,PS_KM2,Persons per square kilometer,2021,,89.43,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(1.0),Population by 5-year age groups - Regions,I,A,Annual,TL2,TL2,_Z,Not applicable,AT12,Lower Austria,POP,Population,_T,Total,_T,Total,PS_KM2,Persons per square kilometer,2022,,89.85,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(1.0),Population by 5-year age groups - Regions,I,A,Annual,TL2,TL2,_Z,Not applicable,AU1,New South Wales,POP,Population,_T,Total,_T,Total,PS_KM2,Persons per square kilometer,2018,,9.92,,AUS,Australia,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(1.0),Population by 5-year age groups - Regions,I,A,Annual,TL2,TL2,_Z,Not applicable,AU1,New South Wales,POP,Population,_T,Total,_T,Total,PS_KM2,Persons per square kilometer,2019,,10.03,,AUS,Australia,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(1.0),Population by 5-year age groups - Regions,I,A,Annual,TL2,TL2,_Z,Not applicable,AU1,New South Wales,POP,Population,_T,Total,_T,Total,PS_KM2,Persons per square kilometer,2020,,10.1,,AUS,Australia,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(1.0),Population by 5-year age groups - Regions,I,A,Annual,TL2,TL2,_Z,Not applicable,AU1,New South Wales,POP,Population,_T,Total,_T,Total,PS_KM2,Persons per square kilometer,2021,,10.1,,AUS,Australia,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(1.0),Population by 5-year age groups - Regions,I,A,Annual,TL2,TL2,_Z,Not applicable,AU1,New South Wales,POP,Population,_T,Total,_T,Total,PS_KM2,Persons per square kilometer,2022,,10.17,,AUS,Australia,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(1.0),Population by 5-year age groups - Regions,I,A,Annual,TL3,TL3,_Z,Not applicable,AT334,Tyrolean Oberland,POP,Population,_T,Total,_T,Total,PS,Persons,2018,,103949,,AUT,Austria,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(1.0),Population by 5-year age groups - Regions,I,A,Annual,TL3,TL3,_Z,Not applicable,AT334,Tyrolean Oberland,POP,Population,_T,Total,_T,Total,PS,Persons,2019,,104418,,AUT,Austria,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(1.0),Population by 5-year age groups - Regions,I,A,Annual,TL3,TL3,_Z,Not applicable,AT334,Tyrolean Oberland,POP,Population,_T,Total,_T,Total,PS,Persons,2020,,104860,,AUT,Austria,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(1.0),Population by 5-year age groups - Regions,I,A,Annual,TL3,TL3,_Z,Not applicable,AT334,Tyrolean Oberland,POP,Population,_T,Total,_T,Total,PS,Persons,2021,,105268,,AUT,Austria,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(1.0),Population by 5-year age groups - Regions,I,A,Annual,TL3,TL3,_Z,Not applicable,AT334,Tyrolean Oberland,POP,Population,_T,Total,_T,Total,PS,Persons,2022,,106037,,AUT,Austria,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(1.0),Population by 5-year age groups - Regions,I,A,Annual,TL2,TL2,_Z,Not applicable,AU3,Queensland,POP,Population,_T,Total,_T,Total,PS_KM2,Persons per square kilometer,2018,,2.89,,AUS,Australia,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(1.0),Population by 5-year age groups - Regions,I,A,Annual,TL2,TL2,_Z,Not applicable,AU3,Queensland,POP,Population,_T,Total,_T,Total,PS_KM2,Persons per square kilometer,2019,,2.94,,AUS,Australia,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(1.0),Population by 5-year age groups - Regions,I,A,Annual,TL2,TL2,_Z,Not applicable,AU3,Queensland,POP,Population,_T,Total,_T,Total,PS_KM2,Persons per square kilometer,2020,,2.98,,AUS,Australia,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(1.0),Population by 5-year age groups - Regions,I,A,Annual,TL2,TL2,_Z,Not applicable,AU3,Queensland,POP,Population,_T,Total,_T,Total,PS_KM2,Persons per square kilometer,2021,,3.01,,AUS,Australia,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(1.0),Population by 5-year age groups - Regions,I,A,Annual,TL2,TL2,_Z,Not applicable,AU3,Queensland,POP,Population,_T,Total,_T,Total,PS_KM2,Persons per square kilometer,2022,,3.07,,AUS,Australia,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(1.0),Population by 5-year age groups - Regions,I,A,Annual,TL3,TL3,_Z,Not applicable,AT124,Waldviertel,POP,Population,_T,Total,_T,Total,PS,Persons,2018,,218161,,AUT,Austria,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(1.0),Population by 5-year age groups - Regions,I,A,Annual,TL3,TL3,_Z,Not applicable,AT124,Waldviertel,POP,Population,_T,Total,_T,Total,PS,Persons,2019,,217445,,AUT,Austria,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(1.0),Population by 5-year age groups - Regions,I,A,Annual,TL3,TL3,_Z,Not applicable,AT124,Waldviertel,POP,Population,_T,Total,_T,Total,PS,Persons,2020,,216681,,AUT,Austria,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(1.0),Population by 5-year age groups - Regions,I,A,Annual,TL3,TL3,_Z,Not applicable,AT124,Waldviertel,POP,Population,_T,Total,_T,Total,PS,Persons,2021,,215867,,AUT,Austria,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(1.0),Population by 5-year age groups - Regions,I,A,Annual,TL3,TL3,_Z,Not applicable,AT124,Waldviertel,POP,Population,_T,Total,_T,Total,PS,Persons,2022,,215650,,AUT,Austria,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(1.0),Population by 5-year age groups - Regions,I,A,Annual,TL3,TL3,_Z,Not applicable,AT221,Graz,POP,Population,_T,Total,_T,Total,PS_KM2,Persons per square kilometer,2018,,366.03,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(1.0),Population by 5-year age groups - Regions,I,A,Annual,TL3,TL3,_Z,Not applicable,AT221,Graz,POP,Population,_T,Total,_T,Total,PS_KM2,Persons per square kilometer,2019,,369.22,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(1.0),Population by 5-year age groups - Regions,I,A,Annual,TL3,TL3,_Z,Not applicable,AT221,Graz,POP,Population,_T,Total,_T,Total,PS_KM2,Persons per square kilometer,2020,,372.62,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(1.0),Population by 5-year age groups - Regions,I,A,Annual,TL3,TL3,_Z,Not applicable,AT221,Graz,POP,Population,_T,Total,_T,Total,PS_KM2,Persons per square kilometer,2021,,374.16,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(1.0),Population by 5-year age groups - Regions,I,A,Annual,TL3,TL3,_Z,Not applicable,AT221,Graz,POP,Population,_T,Total,_T,Total,PS_KM2,Persons per square kilometer,2022,,377.54,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(1.0),Population by 5-year age groups - Regions,I,A,Annual,CTRY,Country,_Z,Not applicable,AUT,Austria,POP,Population,_T,Total,_T,Total,PS_KM2,Persons per square kilometer,2018,,106.91,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(1.0),Population by 5-year age groups - Regions,I,A,Annual,CTRY,Country,_Z,Not applicable,AUT,Austria,POP,Population,_T,Total,_T,Total,PS_KM2,Persons per square kilometer,2019,,107.35,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(1.0),Population by 5-year age groups - Regions,I,A,Annual,CTRY,Country,_Z,Not applicable,AUT,Austria,POP,Population,_T,Total,_T,Total,PS_KM2,Persons per square kilometer,2020,,107.87,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(1.0),Population by 5-year age groups - Regions,I,A,Annual,CTRY,Country,_Z,Not applicable,AUT,Austria,POP,Population,_T,Total,_T,Total,PS_KM2,Persons per square kilometer,2021,,108.25,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(1.0),Population by 5-year age groups - Regions,I,A,Annual,CTRY,Country,_Z,Not applicable,AUT,Austria,POP,Population,_T,Total,_T,Total,PS_KM2,Persons per square kilometer,2022,,108.81,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(1.0),Population by 5-year age groups - Regions,I,A,Annual,TL3,TL3,_Z,Not applicable,AT331,Außerfern,POP,Population,_T,Total,_T,Total,PS_KM2,Persons per square kilometer,2018,,26.8,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(1.0),Population by 5-year age groups - Regions,I,A,Annual,TL3,TL3,_Z,Not applicable,AT331,Außerfern,POP,Population,_T,Total,_T,Total,PS_KM2,Persons per square kilometer,2019,,26.91,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(1.0),Population by 5-year age groups - Regions,I,A,Annual,TL3,TL3,_Z,Not applicable,AT331,Außerfern,POP,Population,_T,Total,_T,Total,PS_KM2,Persons per square kilometer,2020,,27.05,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(1.0),Population by 5-year age groups - Regions,I,A,Annual,TL3,TL3,_Z,Not applicable,AT331,Außerfern,POP,Population,_T,Total,_T,Total,PS_KM2,Persons per square kilometer,2021,,27.23,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(1.0),Population by 5-year age groups - Regions,I,A,Annual,TL3,TL3,_Z,Not applicable,AT331,Außerfern,POP,Population,_T,Total,_T,Total,PS_KM2,Persons per square kilometer,2022,,27.42,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(1.0),Population by 5-year age groups - Regions,I,A,Annual,TL3,TL3,_Z,Not applicable,AT127,Wiener Umland/Südteil,POP,Population,_T,Total,_T,Total,PS,Persons,2018,,339977,,AUT,Austria,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(1.0),Population by 5-year age groups - Regions,I,A,Annual,TL3,TL3,_Z,Not applicable,AT127,Wiener Umland/Südteil,POP,Population,_T,Total,_T,Total,PS,Persons,2019,,342102,,AUT,Austria,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(1.0),Population by 5-year age groups - Regions,I,A,Annual,TL3,TL3,_Z,Not applicable,AT127,Wiener Umland/Südteil,POP,Population,_T,Total,_T,Total,PS,Persons,2020,,344573,,AUT,Austria,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(1.0),Population by 5-year age groups - Regions,I,A,Annual,TL3,TL3,_Z,Not applicable,AT127,Wiener Umland/Südteil,POP,Population,_T,Total,_T,Total,PS,Persons,2021,,346881,,AUT,Austria,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(1.0),Population by 5-year age groups - Regions,I,A,Annual,TL3,TL3,_Z,Not applicable,AT127,Wiener Umland/Südteil,POP,Population,_T,Total,_T,Total,PS,Persons,2022,,349159,,AUT,Austria,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(1.0),Population by 5-year age groups - Regions,I,A,Annual,TL3,TL3,_Z,Not applicable,AT212,Oberkärnten,POP,Population,_T,Total,_T,Total,PS_KM2,Persons per square kilometer,2018,,30.58,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(1.0),Population by 5-year age groups - Regions,I,A,Annual,TL3,TL3,_Z,Not applicable,AT212,Oberkärnten,POP,Population,_T,Total,_T,Total,PS_KM2,Persons per square kilometer,2019,,30.55,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(1.0),Population by 5-year age groups - Regions,I,A,Annual,TL3,TL3,_Z,Not applicable,AT212,Oberkärnten,POP,Population,_T,Total,_T,Total,PS_KM2,Persons per square kilometer,2020,,30.45,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(1.0),Population by 5-year age groups - Regions,I,A,Annual,TL3,TL3,_Z,Not applicable,AT212,Oberkärnten,POP,Population,_T,Total,_T,Total,PS_KM2,Persons per square kilometer,2021,,30.36,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(1.0),Population by 5-year age groups - Regions,I,A,Annual,TL3,TL3,_Z,Not applicable,AT212,Oberkärnten,POP,Population,_T,Total,_T,Total,PS_KM2,Persons per square kilometer,2022,,30.36,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(1.0),Population by 5-year age groups - Regions,I,A,Annual,TL3,TL3,_Z,Not applicable,AT321,Lungau,POP,Population,_T,Total,_T,Total,PS_KM2,Persons per square kilometer,2018,,20.08,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(1.0),Population by 5-year age groups - Regions,I,A,Annual,TL3,TL3,_Z,Not applicable,AT321,Lungau,POP,Population,_T,Total,_T,Total,PS_KM2,Persons per square kilometer,2019,,20.06,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(1.0),Population by 5-year age groups - Regions,I,A,Annual,TL3,TL3,_Z,Not applicable,AT321,Lungau,POP,Population,_T,Total,_T,Total,PS_KM2,Persons per square kilometer,2020,,19.99,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(1.0),Population by 5-year age groups - Regions,I,A,Annual,TL3,TL3,_Z,Not applicable,AT321,Lungau,POP,Population,_T,Total,_T,Total,PS_KM2,Persons per square kilometer,2021,,19.86,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(1.0),Population by 5-year age groups - Regions,I,A,Annual,TL3,TL3,_Z,Not applicable,AT321,Lungau,POP,Population,_T,Total,_T,Total,PS_KM2,Persons per square kilometer,2022,,19.9,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(1.0),Population by 5-year age groups - Regions,I,A,Annual,TL3,TL3,_Z,Not applicable,AT222,Liezen,POP,Population,_T,Total,_T,Total,PS_KM2,Persons per square kilometer,2018,,24.36,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(1.0),Population by 5-year age groups - Regions,I,A,Annual,TL3,TL3,_Z,Not applicable,AT222,Liezen,POP,Population,_T,Total,_T,Total,PS_KM2,Persons per square kilometer,2019,,24.31,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(1.0),Population by 5-year age groups - Regions,I,A,Annual,TL3,TL3,_Z,Not applicable,AT222,Liezen,POP,Population,_T,Total,_T,Total,PS_KM2,Persons per square kilometer,2020,,24.23,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(1.0),Population by 5-year age groups - Regions,I,A,Annual,TL3,TL3,_Z,Not applicable,AT222,Liezen,POP,Population,_T,Total,_T,Total,PS_KM2,Persons per square kilometer,2021,,24.21,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(1.0),Population by 5-year age groups - Regions,I,A,Annual,TL3,TL3,_Z,Not applicable,AT222,Liezen,POP,Population,_T,Total,_T,Total,PS_KM2,Persons per square kilometer,2022,,24.22,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(1.0),Population by 5-year age groups - Regions,I,A,Annual,TL3,TL3,_Z,Not applicable,AT223,Östliche Obersteiermark,POP,Population,_T,Total,_T,Total,PS_KM2,Persons per square kilometer,2018,,50.12,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(1.0),Population by 5-year age groups - Regions,I,A,Annual,TL3,TL3,_Z,Not applicable,AT223,Östliche Obersteiermark,POP,Population,_T,Total,_T,Total,PS_KM2,Persons per square kilometer,2019,,49.86,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_5Y(1.0),Population by 5-year age groups - Regions,I,A,Annual,TL3,TL3,_Z,Not applicable,AT223,Östliche Obersteiermark,POP,Population,_T,Total,_T,Total,PS_KM2,Persons per square kilometer,2020,,49.65,,AUT,Austria,A,Normal value,0,Units,2,Two
